순위,등록번호,서명,저자,발행자,청구기호,자료실,대출횟수
90,BJX000526817,"어쩌다, 혼자 여행 : 최지은 에세이",글: 최지은,언제나북스,816.7-최79ㅇ,[두류]종합실,7
91,BJX000526079,저승 최후의 날. 1,시아란 지음,안전가옥,813.7-시61ㅈ-1,[두류]종합실,7
92,BJX000522183,"그리스 로마 신화. 26, 아킬레우스와 헥토르의 운명을 건 대결",박시연 글 ; 최우빈 그림,북이십일 아울북,J 219.2-그239-26,[두류]아동실,7
93,BJX000522473,말이야와 친구들 : 본격 가족 명랑 시트콤 만화. 4,말이야와 친구들 원작 ; 김정욱 글 ; 이혜림 그림,주니어김영사,J 813.8-말69-4,[두류]아동실,7
94,BJX000526049,엔드게임 살인사건 : 다니엘 콜 장편소설,저자: 다니엘 콜 ; 옮긴이: 유혜인,Book Plaza,843-콜221ㅇ,[두류]종합실,7
95,BJX000525304,"브레드 이발소 시즌3. 1, 고양이 컵케이크",몬스터 스튜디오 원작 ; 임광천 구성,형설아이,J 813.8-몬58ㅂ-3-1,[두류]아동실,7
96,BJX000526043,악의 심장 : 크리스 카터 장편소설,지은이: 크리스 카터 ; 옮긴이: 서효령,북로드,843-카833ㅇ,[두류]종합실,7
97,BJX000526545,액체 고양이 라니,강정연 글 ; 모로 그림,단비어린이,J 813.8-강73ㅇ,[두류]아동실,7
98,BJX000523717,마법사는 오늘도 블럭을 쌓습니다. 하편,잠뜰TV 원작 ; Uno 글 ; 권수영 그림,서울문화사,J 813.8-잠228ㅁ-2,[두류]아동실,7
99,BJX000526020,살변의 창 : 피의 노래 : 박성신 장편소설,지은이: 박성신,Bookocean(북오션),813.7-박53ㅅ,[두류]종합실,7
100,BJX000526374,"(탄탄 정통 만화)초한지. 1, 용(龍)의 탄생",김영규 작화,여원미디어,J 823.5-김64ㅊ-1,[두류]아동실,7
101,BJX000526777,흔한남매. 3,흔한남매 원작 ; 백난도 글 ; 유난희 그림,Mirae N 아이세움,J 813.8-백211ㅎ-3,[두류]아동실,7
102,BJX000526372,(흔한남매) 불꽃 튀는 우리말. 5,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-5,[두류]아동실,7
103,BJX000526027,(소설) 무소유 : 정찬주 장편소설,지은이: 정찬주,열림원,813.7-정811ㅁ,[두류]종합실,7
104,BJX000520888,"(Go Go) 카카오프렌즈. 22, 페루","글: 김미영,그림: 김정한",아울북,J 980.2-카821-22,[두류]아동실,7
105,BJX000434531,(상큼발랄) 예쁜 소녀 그리기  : drawing,지음: 쉬비쥐안  ; 옮김: 정주은  ; 채색: 김란희  ; 표지 그림: 박수진,글송이,J 656-쉬49ㅇ,[두류]아동실,7
106,BJX000474251,만복이네 떡집,김리리 글 ; 이승현 그림,비룡소,J 813.8-김239ㅁ,[두류]아동실,7
107,BJX000467157,"그리스 로마 신화. 4, 올림포스 십이 신",박시연 글  ; 최우빈 그림,아울북,J 219.2-그239-4,[두류]아동실,7
108,BJX000469819,"드래곤빌리지 학습도감. 11, 애견천국",[하이브로 편집부 편],하이브로,J 408-드232-11,[두류]아동실,7
109,BJX000464540,(도전! 어린이) 애견 수의사,글·그림: 비타민X,브라운힐,J 527-도73,[두류]아동실,7
110,BJX000496295,"그리스 로마 신화. 11, 에로스의 탄생과 아폴론의 눈물",박시연 글 ; 최우빈 그림,아울북,J 219.2-그239-11=2,[두류]아동실,7
111,BJX000506476,"써리의 영상툰. 4, 사이다툰 레전드",원작: 써리의 영상툰 ; 글·그림: 김정한,위즈덤하우스,J 813.8-써239ㅆ-4,[두류]아동실,7
112,BJX000499997,흔한 남매 : 안 흔한 일기. 3,흔한남매 원작 ; 강효미 글 ; 조병주 그림,Mirae N 아이세움,J 813.8-강96ㅎ-3,[두류]아동실,7
113,BJX000506443,밍꼬발랄 공소시효. 3,밍꼬발랄 원작 ; 주상일 글 ; 라임스튜디오 그림,겜툰,J 813.8-밍15ㅁ-3=2,[두류]아동실,7
114,BJX000503238,"써리의 영상툰. 2, 100만 픽 레전드",원작: 써리의 영상툰 ; 글: 권찬호 ; 그림: 김정한,위즈덤하우스,J 813.8-써239ㅆ-2,[두류]아동실,7
115,BJX000506571,"쿠키런 세계사. 5, 로마 제국의 멸망 : 로마 분열, 게르만족, 프랑크 왕국",글: 동림스토리 ; 그림: 도니패밀리,서울문화사,J 909-쿠829-5,[두류]아동실,7
116,BJX000505572,흔한남매. 7,흔한남매 원작 ; 백난도 글 ; 유난희 그림,Mirea N 아이세움,J 813.8-백211ㅎ-7,[두류]아동실,7
117,BJX000500052,흔한남매. 6,흔한남매 원작 ; 백난도 글 ; 유난희 그림,Mirea N 아이세움,J 813.8-백211ㅎ-6=2,[두류]아동실,7
118,BJX000496050,"놓지 마 과학!. 14, 정신이 바이러스에 정신 놓다","글·그림: 신태훈,나승훈",위즈덤하우스,J 400-신832ㄴ-14,[두류]아동실,7
119,BJX000492595,"(Go Go) 카카오 프렌즈. 12, 터키",글: 김미영 ; 그림: 김정한,아울북(북이십일 아울북),J 980.2-카821-12,[두류]아동실,7
120,BJX000503273,"그리스 로마 신화 : 만화로 읽는 초등 인문학. 19, 스핑크스를 물리친 오이디푸스의 지혜",박시연 글 ; 최우빈 그림,북이십일 아울북,J 219.2-그239-19,[두류]아동실,7
121,BJX000496503,"브레드이발소. 1, 컵케이크들의 화려한 변신",몬스터스튜디오 원작 ; 미디어 S 구성,형설아이,J 810-몬58ㅂ-1,[두류]아동실,7
122,BJX000506475,"써리의 영상툰. 3, 학교툰 레전드",써리의 영상툰 원작 ; 김정한 글·그림,위즈덤하우스,J 813.8-써239ㅆ-3,[두류]아동실,7
123,BJX000518122,(Who? K-pop) TWICE,윤상석 글 ; 서영희 그림,다산어린이,J 998.6-윤51ㅌ,[두류]아동실,7
124,BJX000514786,(쿠키런 킹덤) 전설의 언어술사. 1,전판교 글 ;  정수영 그림,서울문화사,J 710-쿠829ㅈ-1,[두류]아동실,7
125,BJX000517734,"그리스 로마 신화. 25, 파리스의 심판",글: 박시연 ; 그림: 최우빈,아울북,J 219.2-그239-25,[두류]아동실,7
126,BJX000519768,파뿌리24. 4,파뿌리 원작 ; 백승하 글 ; 이정태 그림,겜툰,J 813.8-파47ㅍ-4,[두류]아동실,7
127,BJX000516538,(흔한남매) 별난 방탈출 : 탈출 미션 스토리북. 3,흔한남매 원작 ; 김언정 글 ; 차차 그림,Mirae N 아이세움,J 813.8-흔91ㅂ-3,[두류]아동실,7
128,BJX000514620,제주 자동차여행 코스북 : 가뿐하게 떠나는 제주 드라이빙 로드,이병권 지음,길벗,981.19902-이44ㅈ,[두류]종합실,7
129,BJX000517802,"토깽이네 지구 구출 대작전. 2, 음식물 쓰레기에서 지구를 구하라",토깽이네 원작 ; 잼스토리 글 ; 양선모 그림,위즈덤하우스,J 539.98-잼58ㅌ-2,[두류]아동실,7
130,BJX000515043,파뿌리24. 3,파뿌리 원작 ; 백승하 글 ; 이정태 그림,겜툰,J 813.8-파47ㅍ-3,[두류]아동실,7
131,BJX000511604,"그리스 로마 신화. 23, 거신족의 역습",박시연 글 ; 최우빈 그림,아울북,J 219.2-그239-23,[두류]아동실,7
132,BJX000508929,"(뚜아뚜지의)요괴학교 대소동. 1, 1학년을 부탁해",뚜아뚜지 유튜버 ; 강민희 글 ; 이대종 그림,스튜디오오드리,J 813.8-뚜61ㅇ-1,[두류]아동실,7
133,BJX000508993,"(어쩔뚱땡!)고구마머리 TV : 호기심·상상력이 쑥쑥 자라나는 과학학습만화. 1:, 우주탐험 1",서동건 지음 ; 서윤지 그림,아울북,J 408-서225ㄱ-1,[두류]아동실,7
134,BJX000510610,파뿌리24. 1,파뿌리 원작 ; 백승하 글 ; 이정태 그림,겜툰,J 813.8-파47ㅍ-1,[두류]아동실,7
135,BJX000508914,"그리스 로마 신화. 22, 헤라클레스의 열두 과업",박시연 글 ; 최우빈 그림,북이십일 아울북,J 219.2-그239-22,[두류]아동실,7
136,BJX000511966,밍꼬발랄 공소시효. 5,밍꼬발랄 원작 ; 백승하 글 ; 라임스튜디오 그림,겜툰,J 813.8-밍15ㅁ-5,[두류]아동실,7
137,BJX000510255,(흔한남매의) 흔한 호기심 : 일상에서 만나는 과학 상식. 3,흔한남매 원작 ; 안치현 글 ; 유난희 그림,MiraeN·아이세움,J 400-안819ㅎ-3,[두류]아동실,7
138,BJX000518526,(보는 순간 사게 되는) 1초 문구,장문정 지음,블랙피쉬,325.751-장37ㅇ,[두류]종합실,7
139,BJX000516270,(흔한남매) 불꽃 튀는 우리말. 3,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-3,[두류]아동실,7
