순위,등록번호,서명,저자,발행자,청구기호,자료실,대출횟수
155,BMK000432561,(이상한 과자가게) 천정당. 12,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅊ-12,[남부]어린이열람실,6
156,BMK000432373,"고양이 해결사 깜냥. 3, 태권도의 고수가 되어라!",홍민정 지음 ; 김재희 그림,창비,J 813.7-홍39ㄱ-3=2,[남부]어린이열람실,6
157,BMK000432550,(이상한 과자 가게) 전천당. 1,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅈ-1=2,[남부]어린이열람실,6
158,BMK000430513,"(흔한남매) 과학탐험대. 03, 인체","흔한남매 원작 ; 이재국,이현진 글 ; 김덕영 그림",주니어김영사,J 408-흔91ㅎ-3,[남부]어린이열람실,6
159,BMK000430427,비밀의 화원,프랜시스 호지슨 버넷 원작 ; 오렌지툰 글·그림,문공사,J 843-버213ㅂ=2,[남부]어린이열람실,6
160,BMK000433728,한 번쯤은 나를 위해,김동진 지음,21세기북스,818-김225ㅎ,[남부]종합자료실,6
161,BMK000431424,"팬데믹 머니 : 감염된 경제, 풀린 돈의 역습에 대비하라","KBS 다큐 인사이트 제작팀,이윤정,유수진 지음",리더스북,321.97-케69ㅍ,[남부]종합자료실,6
162,BMK000429052,"쿠키런 서바이벌 대작전. 39, 숨 막히는 추격 편",김강현 글 ; 김기수 그림,서울문화사,J 372.42-김11ㅋ-39,[남부]어린이열람실,6
163,BMK000430423,빨간 머리 앤,원작: 루시 모드 몽고메리 ; 글·그림: 옥새롬,문공사,J 843-몽15ㅃ=2,[남부]어린이열람실,6
164,BMK000434180,(Who? Special) 김연경,김현수 글 ; 김래현 그림,스튜디오다산,J 991.1-김64,[남부]어린이열람실,6
165,BMK000300735,부의 추월차선  : 부자들이 말해 주지 않는 진정한 부를 얻는 방법,엠제이 드마코 지음  ; 신소영 옮김,토트,327.04-드31ㅂ,[남부]종합자료실,6
166,BMK000384329,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-2,[남부]어린이열람실,6
167,BMK000367929,파친코  : 이민진 장편소설. 1 -2,이민진 지음  ; 이미정 옮김,문학사상,843-이39ㅍ-1,[남부]종합자료실,6
168,BMK000382067,"괜찮아, 넌 할 수 있어!",클레르 프리드먼 글 ; 가비 한센 그림 ; 양은진 옮김,세상모든책,MC 375.1-프239ㄱ,[남부]어린이열람실,6
169,BMK000383996,(신비아파트) 한자 귀신. 1-3,김강현 글 ; 김기수 그림,서울문화사,J 711.4-김11ㅎ-2,[남부]어린이열람실,6
170,BMK000378405,"놓지 마 과학!. 9, 정신이 곤충에 정신 놓다","신태훈 글,그림 ; 나승훈",위즈덤하우스,J 400-신832ㄴ-9,[남부]어린이열람실,6
171,BMK000384328,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-1,[남부]어린이열람실,6
172,BMK000364286,(삐뽀삐뽀 119) 이유식  : 소아청소년과 전문의 하정훈이 전하는 건강한 아가 밥상,하정훈 지음,유니책방,594.62-하73ㅇ,[남부]종합자료실,6
173,BMK000383967,(무브무브 플랩북) 움직이는 엔진  : 세상의 모든 탈것,안소피 보만 글  ; 디디에 발리세빅 그림  ; 박대진 옮김,보림,MC 550-보31ㅇ,[남부]어린이열람실,6
174,BMK000384131,"브레드 이발소. 1, 컵케이크들의 화려한 변신",몬스터스튜디오 원작  ; 미디어 S 구성,형설아이,J 810-브233-1,[남부]어린이열람실,6
175,BMK000424723,"그리스 로마 신화. 3, 새로운 신들의 탄생",글: 박시연 ; 그림: 최우빈,아울북,J 219-박59ㄱ-3=2,[남부]어린이열람실,6
176,BMK000422899,(흔한남매) 별난 방탈출. 3,흔한남매 원작 ; 김언정 글 ; 차차 그림,미래엔,J 813.7-흔91ㅂ-3,[남부]어린이열람실,6
177,BMK000422767,알사탕,백희나,책읽는곰,MC 813.8-백98ㅇ=5,[남부]어린이열람실,6
178,BMK000428898,에그박사 : 자연 생물 관찰 만화. 5,에그박사 원작 ; 박송이 글 ; 홍종현 그림,미래엔,J 472-에18ㅇ-5,[남부]어린이열람실,6
179,BMK000425305,"밍꼬발랄 코믹스. 11, 수상한 시선",김혜련 지음 ; 라임스튜디오 그림,겜툰,J 813.7-김94ㅁ-11,[남부]어린이열람실,6
180,BMK000424706,"그리스 로마 신화. 1, 신들의 대전쟁",박시연 지음 ; 최우빈 그림,북이십일 아울북,J 219-박59ㄱ-1=2,[남부]어린이열람실,6
181,BMK000424878,"마인드 스쿨. 1, 자신감이 필요해!",기획: 천근아 ; 글: 네온비 ; 그림: 도도,고릴라박스,J 190-마69-1,[남부]어린이열람실,6
182,BMK000421120,"서울 자가에 대기업 다니는 김 부장 이야기. 1, 김 부장 편",송희구 지음,서삼독,325.04-송98ㅅ-1,[남부]종합자료실,6
183,BMK000425276,(흔한남매의) 흔한 호기심 : 일상에서 만나는 과학 상식. 4,흔한남매 원작 ; 안치현 글 ; 유난희 그림,아이세움,J 400-흔91ㅎ-4,[남부]어린이열람실,6
184,BMK000425275,(흔한남매) 불꽃 튀는 우리말. 3,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-3,[남부]어린이열람실,6
185,BMK000422386,(만화) 열두 살에 부자가 된 키라. 2,보도 섀퍼 원작 ; 권용찬 글 ; 김수지 그림,아울북,J 320-섀843ㅇ-2,[남부]어린이열람실,6
186,BMK000425273,(흔한남매)불꽃 튀는 우리말. 1,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-1=2,[남부]어린이열람실,6
187,BMK000427000,"똥볶이 할멈 : K-히어로 판타지. 1, 아이들을 지켜라!",글: 강효미 ; 그림: 김무연,슈크림북,J 813.7-강96ㄸ-1,[남부]어린이열람실,6
188,BMK000424657,"Go Go 카카오 프렌즈 : 세계 역사 문화 체험 학습만화. 21, 캐나다",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-21,[남부]어린이열람실,6
189,BMK000419533,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 20, 한국3",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-20,[남부]어린이열람실,6
190,BMK000424881,"마인드 스쿨=Mind school. 12, 혼자서는 힘들어!",허윤미 글 ; 유연경 그림,고릴라박스,J 190-마69-12=3,[남부]어린이열람실,6
191,BMK000426972,달걀 마법사 토와=Magical eggs and Towa. 1,글: 미야시타 에마 ; 일러스트: 호시야 유키 ; 옮긴이: 남궁가윤,아이노리,J 833.6-미62ㄷ-1,[남부]어린이열람실,6
192,BMK000424890,"마인드 스쿨. 20, 우울할 땐 어떡해?","네온비,정다정 [공] 지음 ; 도도 그림",고릴라박스,J 190-마69-20=2,[남부]어린이열람실,6
193,BMK000424884,"마인드 스쿨. 15, 사랑을 푹~알게 되는 책",글: 김미영 ; 그림: 도도,고릴라박스,J 190-마69-15=2,[남부]어린이열람실,6
194,BMK000424885,"마인드 스쿨=mind school. 16, 스트레스는 이제 그만!: 스트레스를 확 이겨 내는 책",조재호 ; 은하수 [공]글·그림,고릴라박스,J 190-마69-16=2,[남부]어린이열람실,6
195,BMK000424868,"(손오공의 한자 대탐험) 마법천자문. 49, 마주 보는 그림자! 그림자 영",유대영 글 ; 홍거북 그림,북이십일 아울북,J 711.47-시239ㅁ-49=2,[남부]어린이열람실,6
196,BMK000428778,비마이펫 멍냥연구소. 1,비마이펫 (원작) ; 최진규 그림,서울문화사,J 527.386-비31ㅂ-1,[남부]어린이열람실,6
197,BMK000424724,"그리스 로마 신화. 4, 올림포스 십이 신",글: 박시연 ; 그림: 최우빈,아울북(북이십일),J 219-박59ㄱ-4=2,[남부]어린이열람실,6
198,BMK000426813,(Why?)한국사 : 여걸,김정욱 글 ; 백문호 그림,예림당,J 911-와69-43,[남부]어린이열람실,6
199,BMK000427123,"설민석의 세계사 대모험. 10, 영국 산업 혁명 편-멋진 신세계","설민석,김정욱 [공]글 ; 박성일 그림",단꿈아이,J 909-설39ㅅ-10,[남부]어린이열람실,6
200,BMK000424722,"그리스 로마 신화. 24, 헤라클레스의 마지막 원정",박시연 글 ; 최우빈 그림,아울북,J 219-박59ㄱ-24=2,[남부]어린이열람실,6
