순위,등록번호,서명,저자,발행자,청구기호,자료실,대출횟수
15,BMK000413560,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 17, 러시아(Russia)",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-17,[남부]어린이열람실,8
16,BMK000415058,"(설민석의) 한국사 대모험. 16, 독도 편-사라진 천사옥대를 찾아라!",설민석 ; 스토리박스 [공]글 ; 정현희 그림,아이휴먼,J 911-설39ㅎ-16 =2,[남부]어린이열람실,8
17,BMK000417577,"마인드 스쿨. 18, 진짜 내 꿈은 뭘까?","김정미 ,문인호 글·그림",고릴라박스,J 190-마69-18,[남부]어린이열람실,8
18,BMK000406914,흔한남매. 6,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-6=2,[남부]어린이열람실,8
19,BMK000406589,지하철 사고에서 살아남기=Survival on the subway. 1,글: 곰돌이 co ; 그림: 한현동,Mirae N 아이세움,J 372.42-곰225ㅈ-1,[남부]어린이열람실,8
20,BMK000413398,밍꼬발랄 공소시효. 2,밍꼬발랄 원작 ; 주상일 글 ; 라임스튜디오 그림,겜툰,J 813.7-밍15ㅁ-2,[남부]어린이열람실,8
21,BMK000415036,흔한남매. 7,원작: 흔한남매 ; 글: 백난도 ; 그림: 유난희,미래엔(아이세움),J 813.7-흔91ㅎ-7,[남부]어린이열람실,8
22,BMK000396336,흔한남매. 3,흔한남매 원작 ; 백난도 글 ; 유난희 그림,미래엔,J 813.7-흔91ㅎ-3,[남부]어린이열람실,8
23,BMK000401133,"Go Go 카카오프렌즈 : 세계 역사 문화 체험 학습만화. 14, 호주",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-14,[남부]어린이열람실,8
24,BMK000406807,(신비아파트) 고스트볼 더블X 6개의 예언. 3,서울문화사 편,서울문화사,J 813.7-고58-3,[남부]어린이열람실,8
25,BMK000402442,(신비아파트) 고스트볼 더블X 6개의 예언. 2,서울문화사 편,서울문화사,J 813.7-고58-2,[남부]어린이열람실,8
26,BMK000406590,지하철 사고에서 살아남기=Survival on the subway. 2,글: 곰돌이 co ; 그림: 한현동,Mirae N 아이세움,J 372.42-곰225ㅈ-2,[남부]어린이열람실,8
27,BMK000393636,(설민석의) 한국사 대모험,"설민석, 스토리박스 글 ; 정현희 그림",아이휴먼,J 911-설39ㅎ-4=2,[남부]어린이열람실,8
28,BMK000434448,"배틀 급식왕. 1, 좀비 바이러스",급식왕 원작 ; 서후 글 ; 팀키즈 그림,샌드박스스토리 키즈,J 408-급59ㅂ-1,[남부]어린이열람실,8
29,BMK000436965,고양이를 안는 법 : 슷카이 만화,글·그림: 슷카이,창비,J 813.7-슷821ㄱ,[남부]어린이열람실,8
30,BMK000434556,(귀신도 반한) 숲속 라면 가게,이서영 글 ; 송효정 그림,크레용하우스,J 813.7-이53ㅅ,[남부]어린이열람실,8
31,BMK000432321,"(정재승의)인간탐구보고서. 8, 불안이 온갖 미신을 만든다",정재승 기획 ; 정재은 ; 이고은 글 ; 김현민 그림,아울북,J 511-정72ㅇ-8,[남부]어린이열람실,8
32,BMK000432519,양순이네 떡집,김리리 글 ; 김이랑 그림,비룡소,J 813.7-김239ㅇ=3,[남부]어린이열람실,8
33,BMK000438319,"고구마 탐정. 2 과학, 비듬마을에 나타난 코브라",서지원 글 ; 이승연 그림,스푼북,J 813.7-서79ㄱ-2,[남부]어린이열람실,8
34,BMK000432556,(이상한 과자 가게) 전천당. 7,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅈ-7=2,[남부]어린이열람실,8
35,BMK000438414,SCP 재단 : 확보하고 격리하고 보호하라. 1,올드스테어즈 편집부 지음,Old Stairs,J 813.7-올228ㅇ-1,[남부]어린이열람실,8
36,BMK000434209,"보니하니 미스터리 월드 투어. 4, 미국",김정욱 글 ; 김기수 그림,EBSBOOKS,J 980.24-김73ㅂ-4,[남부]어린이열람실,8
37,BMK000434042,밍꼬발랄 공소시효. 7,밍꼬발랄 원작 ; 백승하 글 ; 라임 스튜디오 그림,겜툰,J 813.7-밍15ㅁ-7,[남부]어린이열람실,8
38,BMK000434520,"(전설의 모험왕) 엉덩이 댄디 the young. 3, 유령 저택의 비밀을 파헤쳐라!",트롤 원작 ; 하루하라 로빈슨 글·구성 ; 기쿠치 아키히로 그림 ; 김정화 옮김,Mirae N 아이세움,J 833-트235ㅇ-3,[남부]어린이열람실,8
39,BMK000434177,흔한남매. 8,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-8=2,[남부]어린이열람실,8
40,BMK000434106,"(전설의 모험왕) 엉덩이 댄디 the young. 2, 해적의 보물을 찾아라!",트롤 원작 ; 하루하라 로빈슨 글·구성 ; 기쿠치 아키히로 그림 ; 김정화 옮김,MiraeN·아이세움,J 833-트235ㅇ-2,[남부]어린이열람실,8
41,BMK000432623,(흔한남매) 별난 방탈출. 4,흔한남매 원작 ; 김언정 글 ; 차차 그림,미래엔,J 813.7-흔91ㅂ-4,[남부]어린이열람실,8
42,BMK000438418,"간니닌니 마법의 도서관. 8, 헨젤과 그레텔",글: 지유리 ; 그림: 이경희,아울북,J 813.7-마43-8,[남부]어린이열람실,8
43,BMK000432621,(흔한남매) 별난 방탈출 : 탈출 미션 스토리북. 2,흔한남매 원작 ; 김언정 글 ; 차차 그림,Mirae N 아이세움,J 813.7-흔91ㅂ-2=2,[남부]어린이열람실,8
44,BMK000434159,케이크가 커졌어요!,구도 노리코 글·그림 ; 윤수정 옮김,책읽는곰,MC 833.8-구225ㅋ=2,[남부]어린이열람실,8
45,BMK000434032,말이야와 친구들. 3,말이야와 친구들 원작 ; 김정욱 글 ; 이혜림 그림,주니어김영사,J 813.7-말69-3,[남부]어린이열람실,8
46,BMK000434031,말이야와 친구들. 2,말이야와 친구들 원작 ; 김정욱 글 ; 이혜림 그림,주니어김영사,J 813.7-말69-2,[남부]어린이열람실,8
47,BMK000389237,(신비아파트) 공포 생존 탈출,박동명 글 ; 현보 양선모 그림,서울문화사,J 408-신49-3,[남부]어린이열람실,8
48,BMK000384330,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-3,[남부]어린이열람실,8
49,BMK000384329,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-2,[남부]어린이열람실,8
50,BMK000388289,흔한남매. 1,흔한남매 원작  ; 백난도 글  ; 유난희 그림,미래엔,J 813.7-흔91ㅎ-1,[남부]어린이열람실,8
51,BMK000422568,100층짜리 집,이와이 도시오 글·그림 ; 김숙 옮김,북뱅크,MC 833.8-이66ㅂ=3,[남부]어린이열람실,8
52,BMK000430361,"쿠키런 킹덤스쿨. 1, 부자 쿠키 vs 거지 쿠키",김언정 글 ;  이태영 그림,서울문화사,J 320-김63ㅋ-1,[남부]어린이열람실,8
53,BMK000426106,불편한 편의점 : 김호연 장편소설,지은이: 김호연,나무옆의자,813.7-김95ㅂ=2,[남부]종합자료실,8
54,BMK000420926,"(설민석의)한국사 대모험. 17, 6·25 전쟁 편-황금순 할머니의 소원","설민석,스토리박스 [공]글 ; 정현희 그림",아이휴먼,J 911-설39ㅎ-17,[남부]어린이열람실,8
55,BMK000420787,"브레드 이발소. 4, 위기의 베이커리타운",몬스터 스튜디오 원작·글·그림,한솔수북,J 813.7-몬58ㅂ-4,[남부]어린이열람실,8
56,BMK000427479,(흔한남매) 안 흔한 일기. 3,흔한남매 원작 ; 강효미 글 ; 조병주 그림,MireaN·아이세움,J 816.7-흔91ㅇ-3=3,[남부]어린이열람실,8
57,BMK000216100,클루지 : 생각의 역사를 뒤집는 기막힌 발견,개리 마커스 지음 ; 최호영 옮김,웅진씽크빅,180.4-마823ㅋ,[남부]종합자료실,8
58,BMK000430203,100개 버튼 사운드 북,삼성출판사 편,삼성출판사,MC 375.1-백12,[남부]어린이열람실,7
59,BMK000428726,멸치 대왕의 꿈,글: 이월 ; 그림: 이종균,키즈엠,MC 813.8-이67ㅁ=2,[남부]어린이열람실,7
60,BMK000420910,흔한남매. 8,흔한남매 원작 ; 백난도 글 ; 유난희 그림,Mirae N 아이세움,J 813.7-흔91ㅎ-8,[남부]어린이열람실,7
61,BMK000427125,"(설민석의) 한국사 대모험. 18, 후삼국 편: 온달의 기묘한 시간 여행",설민석 ; 스토리박스 [공]지음 ; 정현희 그림,아이휴먼,J 911-설39ㅎ-18,[남부]어린이열람실,7
62,BMK000424866,"(손오공의 한자 대탐험)마법천자문. 44, 죄를 씻어 내라! 목욕할 욕",김현수 글 ; 홍거북 그림,아울북,J 711.47-시239ㅁ-44=2,[남부]어린이열람실,7
63,BMK000424717,"그리스 로마 신화. 2, 신들의 왕, 제우스",박시연 글 ; 최우빈 그림,아울북,J 219-박59ㄱ-2=2,[남부]어린이열람실,7
64,BMK000427477,(흔한남매) 안 흔한 일기. 1,흔한남매 원작 ; 강효미 글 ; 조병주 그림,Mirae N 아이세움,J 816.7-흔91ㅇ-1=3,[남부]어린이열람실,7
65,BMK000430616,"퀴즈! 과학상식. 70, 황당 개그 수학",권찬호 지음 ; 차현진 그림,글송이,J 408-과91-70,[남부]어린이열람실,7
66,BMK000425274,(흔한남매)불꽃 튀는 우리말. 2,흔한남매 원작 ; 한은호 글 ; 유희석 그림,다산어린이,J 710-흔91ㅂ-2=2,[남부]어린이열람실,7
67,BMK000424721,"그리스 로마 신화. 23:, 거신족의 역습",박시연 글 ; 최우빈 그림,아울북,J 219-박59ㄱ-23=2,[남부]어린이열람실,7
68,BMK000428706,만복이네 떡집,김리리 글 ; 이승현 그림,비룡소,J 813.8-김239ㅁ=4,[남부]어린이열람실,7
69,BMK000430362,"쿠키런 킹덤스쿨. 2, 소비 천국 vs 낭비 지옥",글: 김언정 ; 그림: 이태영,서울문화사,J 320-김63ㅋ-2,[남부]어린이열람실,7
70,BMK000427996,밝은 밤 : 최은영 첫 장편소설,최은영 지음,문학동네,813.7-최68ㅂ=3,[남부]종합자료실,7
71,BMK000430418,위대한 개츠비,원작: 프랜시스 스콧 피츠제럴드 ; 글: 양태석 ; 그림: 김혜연,은하수미디어,J 808.91-초228-39,[남부]어린이열람실,7
72,BMK000424733,급식왕 GO. 4,급식왕 원작 ; 최재연 글 ; 구은미 그림,아울북,J 813.7-급59ㄱ-4,[남부]어린이열람실,7
73,BMK000424865,"(손오공의 한자 대탐험)마법천자문. 43, 약속해라! 맺을 약",김현수 글 ; 홍거북 그림,아울북,J 711.47-시239ㅁ-43=2,[남부]어린이열람실,7
74,BMK000428898,에그박사 : 자연 생물 관찰 만화. 5,에그박사 원작 ; 박송이 글 ; 홍종현 그림,미래엔,J 472-에18ㅇ-5,[남부]어린이열람실,7
75,BMK000426793,(Who? K-pop) TWICE,윤상석 글 ; 서영희 그림,다산어린이,J 998.6-윤51ㅌ,[남부]어린이열람실,7
76,BMK000430513,"(흔한남매) 과학탐험대. 03, 인체","흔한남매 원작 ; 이재국,이현진 글 ; 김덕영 그림",주니어김영사,J 408-흔91ㅎ-3,[남부]어린이열람실,7
77,BMK000430579,"쿠키런 어드벤처 : 쿠키들의 신통방통 지리 여행. 48, 거미저택의 초대,지구의 위기 쓰레기 습격",송도수 글 ; 서정은 그림,서울문화사,J 980-송225ㅋ-48,[남부]어린이열람실,7
78,BMK000422737,소원 떡집,김리리 글 ; 이승현 그림,비룡소,J 813.7-김239ㅅ=3,[남부]어린이열람실,7
79,BMK000420925,"(설민석의)세계사 대모험. 9, 중국 편-분열의 시작","설민석,김정욱 [공]글 ; 박성일 그림",단꿈아이,J 909-설39ㅅ-9,[남부]어린이열람실,7
80,BMK000427404,"쿠키런 어드벤처 : 쿠키들의 신통방통 지리 여행. 47, 대단한 지구 랜드마크 : 버섯왕의 부활",글: 송도수 ; 그림: 서정은,서울문화사,J 980-송225ㅋ-47,[남부]어린이열람실,7
81,BMK000420622,"쿠키런 서바이벌 대작전. 37, 바꿀 수 없는 과거 편",김강현 글 ; 김기수 그림,서울문화사,J 372.42-김11ㅋ-37,[남부]어린이열람실,7
82,BMK000424886,"마인드 스쿨=Mind school. 17, 욕 좀 하면 안 돼?",이혜림 글 ; 유연경 그림,고릴라박스,J 190-마69-17=2,[남부]어린이열람실,7
83,BMK000430628,흔한남매. 9,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-9,[남부]어린이열람실,7
84,BMK000427480,흔한남매 흔한 MBTI : 믿거나 말거나 나에게 어울리는 직업,"흔한남매 원작 ; 김승자,정미화 [공]글 ; 투윙스 ; 유영근 [공]그림",대원키즈,J 321.5-흔91ㅎ,[남부]어린이열람실,7
85,BMK000428738,밍꼬발랄 공소시효. 5,밍꼬발랄 원작 ; 백승하 글 ; 라임스튜디오 그림,겜툰,J 813.7-밍15ㅁ-5,[남부]어린이열람실,7
86,BMK000428805,"설민석의 삼국지 대모험. 2, 도원결의",단꿈아이 글 ; 스튜디오 담 만화,단꿈아이,중(J) 823.5-단17ㅅ-2,[남부]중국문화정보실,7
87,BMK000430186,야생동물 사운드북 : [사운드북],샘 태플린 지음 ; 페데리카 아이오사 그림,어스본코리아,MC 375.1-태848-[11],[남부]어린이열람실,7
88,BMK000422500,에그박사 : 자연 생물 관찰 만화. 4,에그박사 원작 ; 박송이 글 ; 홍종현 그림,Mirae N 아이세움,J 472-에18ㅇ-4,[남부]어린이열람실,7
89,BMK000422501,에그박사의 채집 일기. 1,에그박사 원작 ; 글: 박송이 ; 그림: 홍종현,미래엔,J 472-에18ㅇ-1,[남부]어린이열람실,7
90,BMK000389241,아쿠아리움에서 살아남기  = Survival in aquarium. 1,곰돌이 co. 글  ; 한현동 그림,Mirae N 아이세움,J 477-곰225ㅇ-1,[남부]어린이열람실,7
91,BMK000389238,(신비아파트) 공포 이상 기후 탈출,유경원 지음 ; 정주연 그림,서울문화사,J 408-신49-5,[남부]어린이열람실,7
92,BMK000389395,(뽀롱뽀롱 뽀로로) 뽀로로의 가짜 생일 파티,키즈아이콘 [편],키즈아이콘,MC 375.1-키78ㅃ,[남부]어린이열람실,7
93,BMK000384331,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-4,[남부]어린이열람실,7
94,BMK000388134,(신비아파트) 공포 인공 지능 탈출,박동명 글 ; 현보 ; 양선모 그림,서울문화사,J 408-신49-4,[남부]어린이열람실,7
95,BMK000384332,Go go 카카오 프렌즈  : 세계 역사 문화 체험 학습만화. 1-7,김미영 글  ; 김정한 그림,아울북,J 980.2-김39ㄱ-5,[남부]어린이열람실,7
96,BMK000438417,SCP 재단 : 확보하고 격리하고 보호하라. 4,올드스테어즈 편집부 지음,OldStairs(올드스테어즈),J 813.7-올228ㅇ-4,[남부]어린이열람실,7
97,BMK000433873,다시는 볼 수 없어요?,글: 조지은 ; 그림: 구보람,그레이트 Books(그레이트북스),MC 308-내819-38,[남부]어린이열람실,7
98,BMK000438415,SCP 재단 : 확보하고 격리하고 보호하라. 2,올드스테어즈 편집부 지음,Old Stairs,J 813.7-올228ㅇ-2,[남부]어린이열람실,7
99,BMK000438552,액체 고양이 라니,강정연 글 ; 모로 그림,단비어린이,J 813.7-강73ㅇ,[남부]어린이열람실,7
100,BMK000438416,SCP 재단 : 확보하고 격리하고 보호하라. 3,올드스테어즈 편집부 지음,올드스테어즈,J 813.7-올228ㅇ-3,[남부]어린이열람실,7
101,BMK000434594,놀이터 미션,백혜진 지음 ; 최지영 그림,좋은책어린이,J 813.7-백94ㄴ,[남부]어린이열람실,7
102,BMK000434662,"쉿! 안개초등학교 : 보린 동화. 1, 까만 눈의 정체",보린 지음 ; 센개 그림,창비,J 813.7-보239ㅅ-1,[남부]어린이열람실,7
103,BMK000436918,"(신비아파트)한자귀신. 19, 여섯 별의 수호신",김강현 글 ; 김기수 그림,서울문화사,J 711.4-김11ㅎ-19,[남부]어린이열람실,7
104,BMK000434317,알랑똥땅 젤리,별다름 글 ; 민승지 그림,토끼섬,MC 813.7-별221ㅇ,[남부]어린이열람실,7
105,BMK000437583,뜨겁게 투자하고 차갑게 승부하라,이태철 지음,예문,327.856-이832ㄸ,[남부]종합자료실,7
106,BMK000433872,달라서 참 좋아!,글: 허은실 ; 그림: 진유현,그레이트 Books(그레이트북스),MC 308-내819-37,[남부]어린이열람실,7
107,BMK000438584,"이사도라 문. 13, 이빨 요정을 만나다",해리엇 먼캐스터 지음 ; 심연희 옮김,을파소,J 843-먼822ㅇ-13,[남부]어린이열람실,7
108,BMK000436900,비마이펫 멍냥연구소. 3,비마이펫 원작 ; 최진규 만화 구성,서울문화사,J 527.386-비31ㅂ-3,[남부]어린이열람실,7
109,BMK000437917,나의 밤을 훔쳐봐 : 김은정 장편소설. 1,김은정 지음 ; 김지훈 일러스트,TerraceBook(테라스북),813.7-김68ㄴ-1,[남부]종합자료실,7
110,BMK000432872,"똥볶이 할멈 : K-히어로 판타지. 2, 어른들의 들켜야 할 비밀",강효미 글 ; 김무연 그림,슈크림북,J 813.7-강96ㄸ-2,[남부]어린이열람실,7
111,BMK000434421,존리의 경제 마스터 : 전문가에게 배우는 쓸모 있는 지식,존리 ; 임우영 글 ; 도니패밀리 그림,미래엔 아이세움,J 320-리75ㅈ=2,[남부]어린이열람실,7
112,BMK000432497,시간 고양이 : 동물이 사라진 세계 : 박미연 장편동화,지은이: 박미연 ; 그린이: 박냠,이지북,J 813.7-박39ㅅ,[남부]어린이열람실,7
113,BMK000432917,"Go Go 카카오 프렌즈 : 세계 역사 문화 체험 학습만화. 23, 싱가포르",김미영 글 ; 김정한 그림,아울북,J 980.2-김39ㄱ-23,[남부]어린이열람실,7
114,BMK000438464,떡볶이 먹방 소동,염연화 지음 ; 안병현 그림,리틀씨앤톡,J 813.7-염64ㄸ,[남부]어린이열람실,7
115,BMK000433812,(쿠키런 킹덤) 퀴즈 원정대 : 교과 상식 퀴즈 스토리북. 1,글: 최재훈 ; 그림: 팀키즈,Mirae N 아이세움,J 031-최72ㅋ-1,[남부]어린이열람실,7
116,BMK000438678,손흥민 그래픽 에세이,"손흥민,손앤풋볼리미티드,문성원 지음",코알라스토어,J 695.404-손98ㅅ,[남부]어린이열람실,7
117,BMK000438380,"개통령과 도기족의 지구 침공. 2, 귀신 대소동",강형욱 ; 박시연 글 ; 최우빈 그림,혜다,J 527.41-강94ㄱ-2,[남부]어린이열람실,7
118,BMK000437070,코딱지 공주,양지안 글 ; 윤정미 그림,그레이트북스,J 808.91-술57-15,[남부]어린이열람실,7
119,BMK000434467,테마파크에서 살아남기,포도알친구 글 ; 한현동 그림,아이세움,J 400-포225ㅌ,[남부]어린이열람실,7
120,BMK000430678,"(설민석의) 한국사 대모험. 19, 고려 편: 왕건, 새로운 세상을 열다!",설민석 ; 스토리박스 [공]지음 ; 정현희 그림,아이휴먼,J 911-설39ㅎ-19,[남부]어린이열람실,7
121,BMK000434491,"수상한 국어 탐정단. 2, 까망 마법사의 저주",이향안 글 ; 조승연 그림,제제의숲,J 710-이92ㅅ-2,[남부]어린이열람실,7
122,BMK000432632,(Who?아티스트) 이사도라 덩컨,Team. 신화 글·그림,다산어린이,J 990.8-후61-24,[남부]어린이열람실,7
123,BMK000438504,슈퍼맨 할아버지 : 이수완 그림책,이수완 글·그림,북극곰,MC 813.7-이57ㅅ,[남부]어린이열람실,7
124,BMK000432356,"설민석의 고사성어 대격돌. 3, 화룡점정! 고사성어의 마지막 비밀을 찾아라!","글: 설민석,스토리콘 ; 그림: 김문식",한솔수북,J 714-설39ㅅ-3,[남부]어린이열람실,7
125,BMK000436504,몽환화 : 히가시노 게이고 장편소설,히가시노 게이고 지음 ; 민경욱 옮김,김영사,833.6-히11ㅁ,[남부]종합자료실,7
126,BMK000438650,특명! 엄마를 화해시켜라,원유순 글 ; 김효주 그림,좋은책신사고,J 813.7-원67ㅌ,[남부]어린이열람실,7
127,BMK000434043,밍꼬발랄 공소시효. 8,밍꼬발랄 원작 ; 백승하 글 ; 라임스튜디오 그림,겜툰,J 813.7-밍15ㅁ-8,[남부]어린이열람실,7
128,BMK000432372,"고양이 해결사 깜냥 : 홍민정 동화. 2, 최고의 요리에 도전하라!",홍민정 지음 ; 김재희 그림,창비,J 813.7-홍39ㄱ-2=2,[남부]어린이열람실,7
129,BMK000432559,(이상한 과자 가게)전천당. 10,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅈ-10=3,[남부]어린이열람실,7
130,BMK000433959,(쿠키런 킹덤) 전설의 언어술사. 3,전판교 글 ; 정수영 그림,서울문화사,J 710-전841ㅈ-3,[남부]어린이열람실,7
131,BMK000434122,(이상한 과자 가게) 전천당. 13,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅈ-13,[남부]어린이열람실,7
132,BMK000434633,배꼽 전설,글: 김명선 ; 그림: 안병현,잇츠북어린이,J 813.7-김34ㅂ,[남부]어린이열람실,7
133,BMK000436886,(최강왕) 초강력 위험 생물 : 최강왕 결정전,Creature Story 편저 ; 고경옥 지음,글송이,J 490-크239ㅊ,[남부]어린이열람실,7
134,BMK000432560,(이상한 과자 가게) 전천당. 11,히로시마 레이코 글 ; 쟈쟈 그림 ; 김정화 옮김,길벗스쿨,J 833.6-히235ㅈ-11=3,[남부]어린이열람실,7
135,BMK000434210,"보니하니 미스터리 월드 투어. 5, 이탈리아",김정욱 글 ; 김기수 그림,EBS BOOKS,J 980.24-김73ㅂ-5,[남부]어린이열람실,7
136,BMK000438432,급식왕 Go. 6,"급식왕 원작 ; 최재연 글 ; 서후 콘티,구은미 그림",샌드박스스토리키즈,J 813.7-급59ㄱ-6,[남부]어린이열람실,7
137,BMK000438330,"놓지 마 과학!. 17, 모카노 왕국의 보물과 밀실 미스터리","신태훈,나승훈 [공]글·그림",위즈덤하우스,J 400-신832ㄴ-17,[남부]어린이열람실,7
138,BMK000437265,책들의 부엌,김지혜 지음,팩토리나인,813.7-김79ㅊ=2,[남부]종합자료실,7
139,BMK000440067,달콩이네 떡집,김리리 글 ; 김이랑 그림,비룡소,J 813.7-김239ㄷ=3,[남부]어린이열람실,7
140,BMK000435847,작별인사 : 김영하 장편소설,지은이 : 김영하,복복서가,813.7-김64ㅈ,[남부]종합자료실,7
141,BMK000439241,명상하는 뇌 : 뇌를 재구성하는 과학적 마음 훈련,"지은이: 대니얼 골먼,리처드 데이비드슨 ; 옮긴이: 김완두,김은미",김영사,512.57-골33ㅁ,[남부]종합자료실,7
142,BMK000438431,급식왕 GO. 5,급식왕 원작 ; 최재연 글 ; 구은미 그림,아울북,J 813.7-급59ㄱ-5,[남부]어린이열람실,7
143,BMK000438649,튤립 호텔,김지안 지음,창비,MC 813.7-김79ㅌ,[남부]어린이열람실,7
144,BMK000330373,"쿠키런 어드벤처 . 11, 프라하",송도수 지음 ; 서정은 그림,서울문화사,J 980-송225ㅋ-11,[남부]어린이열람실,7
145,BMK000401153,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 37, 오슬로: 노르웨이(Norway)",송도수 지음 ; 서정은 그림,서울문화사,J 980-송225ㅋ-37,[남부]어린이열람실,7
146,BMK000401151,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 35, 상트페테르부르크 : 러시아(Russia)",동암 송도수 글 ; 서정은 그림,서울문화사,J 980-송225ㅋ-35,[남부]어린이열람실,7
147,BMK000402441,(신비아파트) 고스트볼 더블X 6개의 예언. 1,서울문화사 편,서울문화사,J 813.7-고58-1,[남부]어린이열람실,7
148,BMK000390840,흔한남매. 2,흔한남매 원작 ; 백난도 글 ; 유난희 그림,미래엔,J 813.8-흔91ㅎ-2,[남부]어린이열람실,7
149,BMK000398461,"(설민석의) 한국사 대모험. 13, 역사의 진실 편",설민석 ; 스토리박스 [공] 글 ; 정현희 그림,아이휴먼,J 911-설39ㅎ-13,[남부]어린이열람실,7
150,BMK000402510,"(설민석의)한국사 대모험. 14, 명의 허준 편",설민석 ; 스토리박스 글 ; 정현희 그림,아이휴먼,J 911-설39ㅎ-14=2,[남부]어린이열람실,7
151,BMK000405396,(흔한남매) 안 흔한 일기. 3,흔한남매 원작 ; 강효미 글 ; 조병주 그림,MireaN·아이세움,J 816.7-흔91ㅇ-3,[남부]어린이열람실,7
152,BMK000401155,"쿠키런 어드벤처 : 쿠키들의 신나는 세계여행. 39, 제주도 : 대한민국(Korea)",송도수 글 ;  서정은 그림,서울문화사,J 980-송225ㅋ-39,[남부]어린이열람실,7
153,BMK000402497,흔한남매. 5,흔한남매 원작 ; 백난도 글 ; 유난희 그림,아이세움,J 813.7-흔91ㅎ-5,[남부]어린이열람실,7
